# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 4K of event 'cycles:u'
# Event count (approx.): 57353535767
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  .......  .................................................  ...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.02%  python   libtorch_cpu.so                                    [.] torch::autograd::VariableType::(anonymous namespace)::checked_cast_variable(at::Tensor const&, char const*, int)
     0.02%  python   h5t.cpython-311-x86_64-linux-gnu.so                [.] __pyx_pw_4h5py_3h5t_21string_dtype
     0.02%  python   python3.11                                         [.] _in_weak_set
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000003f402e
     0.02%  python   python3.11                                         [.] compiler_visit_expr1
     0.02%  python   python3.11                                         [.] set_iter
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000031b54b
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000032acca
     0.02%  python   libtorch_cpu.so                                    [.] void std::_Optional_payload_base<c10::SymInt>::_M_construct<c10::SymInt const&>(c10::SymInt const&) [clone .isra.0]
     0.02%  python   libc10.so                                          [.] void std::__introsort_loop<long*, long, __gnu_cxx::__ops::_Iter_comp_iter<c10::_compute_non_overlapping_and_dense<long>(c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(long, long)#1}> >(long*, long*, long, __gnu_cxx::__ops::_Iter_comp_iter<c10::_compute_non_overlapping_and_dense<long>(c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(long, long)#1}>)
     0.02%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::BlockPool::insert_into_blocks(c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*)
     0.02%  python   python3.11                                         [.] PyNumber_Remainder
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000041b4aa
     0.02%  python   python3.11                                         [.] method_dealloc
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::mark_resize_outputs(at::TensorIteratorConfig const&)
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::can_use_32bit_indexing() const
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002e6107
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000020263d
     0.02%  python   libtorch_python.so                                 [.] torch::utils::maybe_initialize_device(c10::Device&) [clone .isra.0]
     0.02%  python   [unknown]                                          [k] 0xffffffff861d6511
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000004542c6
     0.02%  python   libc10.so                                          [.] c10::monitor::GaugeHandle::record(long)
     0.02%  python   libtorch_cuda.so                                   [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor& (at::Tensor&, at::Tensor const&, c10::Scalar const&), &at::(anonymous namespace)::(anonymous namespace)::wrapper_CUDA_Scalar_masked_fill_>, at::Tensor&, c10::guts::typelist::typelist<at::Tensor&, at::Tensor const&, c10::Scalar const&> >, at::Tensor& (at::Tensor&, at::Tensor const&, c10::Scalar const&)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor&, at::Tensor const&, c10::Scalar const&)
     0.02%  python   [unknown]                                          [k] 0xffffffff862595c1
     0.02%  python   python3.11                                         [.] dictview_dealloc
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001b565a
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] dispatcher_vectorcall
     0.02%  python   libtorch_cuda.so                                   [.] at::native::eq_kernel_cuda(at::TensorIteratorBase&)
     0.02%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::BlockPool::erase_from_blocks(c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*) [clone .isra.0]
     0.02%  python   [unknown]                                          [k] 0xffffffff85447fd7
     0.02%  python   python3.11                                         [.] PyLong_AsLong
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::is_scalar(long) const
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::pow_Tensor_Scalar::redispatch(c10::DispatchKeySet, at::Tensor const&, c10::Scalar const&)
     0.02%  python   python3.11                                         [.] split
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000034dd82
     0.02%  python   libtorch_python.so                                 [.] torch::autograd::applySlicing(at::Tensor const&, _object*, std::vector<at::Tensor, std::allocator<at::Tensor> >&, bool, c10::Device const&, std::optional<long> const&, long) [clone .constprop.0]
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000134b4ff
     0.02%  python   libmkl_def.so                                      [.] mkl_dft_def_owns_initTabBitRevNorm
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5O_close
     0.02%  python   python3.11                                         [.] builtin_getattr
     0.02%  python   python3.11                                         [.] slot_mp_subscript
     0.02%  python   [unknown]                                          [k] 0xffffffff850d9134
     0.02%  python   libtorch_cpu.so                                    [.] c10::TensorImpl::empty_tensor_restride(c10::MemoryFormat)
     0.02%  python   python3.11                                         [.] _PyDict_Pop_KnownHash
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000458e5a
     0.02%  python   libtorch_cpu.so                                    [.] at::TensorIteratorBase::compute_mem_overlaps(at::TensorIteratorConfig const&)
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] PyArray_GetCastInfo
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000004b4129
     0.02%  python   libmkl_def.so                                      [.] mkl_dft_def_dfti_create_node
     0.02%  python   python3.11                                         [.] PyNumber_InPlaceMultiply
     0.02%  python   libmkl_core.so                                     [.] mkl_serv_free
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002c72f2
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::to_dtype::call(at::Tensor const&, c10::ScalarType, bool, bool, std::optional<c10::MemoryFormat>)
     0.02%  python   python3.11                                         [.] unicode_fromformat_write_cstr
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::fft_ifft_out::call(at::Tensor const&, std::optional<c10::SymInt>, long, std::optional<std::basic_string_view<char, std::char_traits<char> > >, at::Tensor&)
     0.02%  python   python3.11                                         [.] PyCMethod_New
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000001b8526
     0.02%  python   libc10.so                                          [.] c10::GradMode::is_enabled()
     0.02%  python   libc10_cuda.so                                     [.] std::pair<ska::detailv3::sherwood_v3_table<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, void*, std::hash<void*>, ska::detailv3::KeyOrValueHasher<void*, std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::hash<void*> >, std::equal_to<void*>, ska::detailv3::KeyOrValueEquality<void*, std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::equal_to<void*> >, std::allocator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, std::allocator<ska::detailv3::sherwood_v3_entry<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > > >::templated_iterator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, bool> ska::detailv3::sherwood_v3_table<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, void*, std::hash<void*>, ska::detailv3::KeyOrValueHasher<void*, std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::hash<void*> >, std::equal_to<void*>, ska::detailv3::KeyOrValueEquality<void*, std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*>, std::equal_to<void*> >, std::allocator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >, std::allocator<ska::detailv3::sherwood_v3_entry<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > > >::emplace_new_key<void* const&, ska::flat_hash_map<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*, std::hash<void*>, std::equal_to<void*>, std::allocator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > >::convertible_to_value>(signed char, ska::detailv3::sherwood_v3_entry<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> >*, void* const&, ska::flat_hash_map<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*, std::hash<void*>, std::equal_to<void*>, std::allocator<std::pair<void*, c10::cuda::CUDACachingAllocator::Native::(anonymous namespace)::Block*> > >::convertible_to_value&&) [clone .isra.0]
     0.02%  python   libmkl_def.so                                      [.] mkl_dft_def_xipps_fwd_32fc
     0.02%  python   libc10_cuda.so                                     [.] c10::cuda::CUDAKernelLaunchRegistry::has_failed() const@plt
     0.02%  python   python3.11                                         [.] symtable_visit_stmt
     0.02%  python   libtorch_cpu.so                                    [.] at::native::resize_output(at::Tensor const&, c10::ArrayRef<long>)
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002c7233
     0.02%  python   python3.11                                         [.] conjunction_rule
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000001334818
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::fill__Scalar::call(at::Tensor&, c10::Scalar const&)
     0.02%  python   python3.11                                         [.] sys_audit_tstate
     0.02%  python   python3.11                                         [.] PyLong_FromSsize_t
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000458d39
     0.02%  python   python3.11                                         [.] PyErr_Clear
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000132cae1
     0.02%  python   python3.11                                         [.] optimize_basic_block
     0.02%  python   python3.11                                         [.] vgetargskeywords
     0.02%  python   python3.11                                         [.] cell_traverse
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000301930
     0.02%  python   python3.11                                         [.] _PyObject_GetDictPtr
     0.02%  python   python3.11                                         [.] va_build_stack
     0.02%  python   libc.so.6                                          [.] __tzstring_len
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002994ec
     0.02%  python   python3.11                                         [.] cfunction_vectorcall_O
     0.02%  python   libcuda.so.610.57.04                               [.] 0x0000000000452890
     0.02%  python   libtorch_cpu.so                                    [.] c10::impl::wrap_kernel_functor_unboxed_<c10::impl::detail::WrapFunctionIntoFunctor_<c10::CompileTimeFunctionPointer<at::Tensor (c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>), &torch::autograd::VariableType::(anonymous namespace)::_to_copy>, at::Tensor, c10::guts::typelist::typelist<c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat> > >, at::Tensor (c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>)>::call(c10::OperatorKernel*, c10::DispatchKeySet, at::Tensor const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>, bool, std::optional<c10::MemoryFormat>)
     0.02%  python   libc10_cuda.so                                     [.] c10::cuda::CUDACachingAllocator::Native::forceUncachedAllocator()
     0.02%  python   h5t.cpython-311-x86_64-linux-gnu.so                [.] __pyx_f_4h5py_3h5t__c_float
     0.02%  python   libtorch_cpu.so                                    [.] c10::fromIntArrayRefSlow(c10::ArrayRef<long>)
     0.02%  python   libc10.so                                          [.] c10::tls_debug_info::{lambda()#1}::_FUN()
     0.02%  python   python3.11                                         [.] PyUnicode_FromFormatV
     0.02%  python   python3.11                                         [.] intern_string_constants
     0.02%  python   python3.11                                         [.] list_subscript
     0.02%  python   python3.11                                         [.] PyUnicode_FromWideChar
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::abs_out::call(at::Tensor const&, at::Tensor&)@plt
     0.02%  python   python3.11                                         [.] PyObject_RichCompareBool
     0.02%  python   python3.11                                         [.] unsafe_latin_compare
     0.02%  python   python3.11                                         [.] listreviter_dealloc
     0.02%  python   libc.so.6                                          [.] __strrchr_avx2
     0.02%  python   libc10.so                                          [.] c10::TensorImpl::set_autograd_meta(std::unique_ptr<c10::AutogradMetaInterface, std::default_delete<c10::AutogradMetaInterface> >)
     0.02%  python   python3.11                                         [.] PyErr_SetFromErrnoWithFilenameObjects
     0.02%  python   python3.11                                         [.] unicodekeys_lookup_unicode
     0.02%  python   python3.11                                         [.] PyCapsule_GetPointer
     0.02%  python   libcudart.so.13                                    [.] 0x0000000000027159
     0.02%  python   python3.11                                         [.] bitwise_and_rule
     0.02%  python   python3.11                                         [.] slot_tp_hash
     0.02%  python   libtorch_python.so                                 [.] c10::intrusive_ptr<c10::OperatorKernel, c10::detail::intrusive_target_default_null_type<c10::OperatorKernel> >::reset_not_null_(c10::OperatorKernel*)
     0.02%  python   python3.11                                         [.] sum_rule
     0.02%  python   libtorch_cpu.so                                    [.] std::_Hashtable<c10::Symbol, std::pair<c10::Symbol const, std::vector<std::shared_ptr<torch::jit::Operator>, std::allocator<std::shared_ptr<torch::jit::Operator> > > >, std::allocator<std::pair<c10::Symbol const, std::vector<std::shared_ptr<torch::jit::Operator>, std::allocator<std::shared_ptr<torch::jit::Operator> > > > >, std::__detail::_Select1st, std::equal_to<c10::Symbol>, std::hash<c10::Symbol>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(c10::Symbol const&) [clone .isra.0]
     0.02%  python   python3.11                                         [.] wrapperdescr_call
     0.02%  python   python3.11                                         [.] _PyDictView_New
     0.02%  python   python3.11                                         [.] atom_rule.cold
     0.02%  python   python3.11                                         [.] _PyPegen_FstringParser_Finish
     0.02%  python   python3.11                                         [.] long_hash
     0.02%  python   python3.11                                         [.] PyErr_GivenExceptionMatches
     0.02%  python   libtorch_python.so                                 [.] pybind11::detail::get_local_internals()
     0.02%  python   [unknown]                                          [k] 0xffffffff854579d6
     0.02%  python   python3.11                                         [.] _sre_SRE_Pattern_match
     0.02%  python   python3.11                                         [.] PyObject_SetItem
     0.02%  python   [unknown]                                          [k] 0xffffffff853ff906
     0.02%  python   python3.11                                         [.] unicode_expandtabs.cold
     0.02%  python   libtorch_cpu.so                                    [.] c10::Dispatcher::deregisterImpl_(c10::OperatorHandle const&, c10::OperatorName const&, std::optional<c10::DispatchKey>, std::_List_iterator<c10::impl::AnnotatedKernel>)
     0.02%  python   python3.11                                         [.] PyDict_SetDefault
     0.02%  python   [unknown]                                          [k] 0xffffffff8542528a
     0.02%  python   libtorch_cpu.so                                    [.] c10::SingleElementType<(c10::TypeKind)6, c10::ListType>::equals(c10::Type const&) const
     0.02%  python   [unknown]                                          [k] 0xffffffff8626b6e6
     0.02%  python   python3.11                                         [.] zip_next
     0.02%  python   libtorch_cpu.so                                    [.] torch::jit::Token::text[abi:cxx11]() const
     0.02%  python   python3.11                                         [.] genexp_rule
     0.02%  python   ld-linux-x86-64.so.2                               [.] check_match
     0.02%  python   python3.11                                         [.] _Py_dg_dtoa
     0.02%  python   python3.11                                         [.] visit_decref
     0.02%  python   python3.11                                         [.] list_vectorcall
     0.02%  python   python3.11                                         [.] simple_stmt_rule
     0.02%  python   libtorch_python.so                                 [.] std::_Hashtable<void const*, std::pair<void const* const, pybind11::detail::instance*>, std::allocator<std::pair<void const* const, pybind11::detail::instance*> >, std::__detail::_Select1st, std::equal_to<void const*>, std::hash<void const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, false> >::_M_insert_multi_node(std::__detail::_Hash_node<std::pair<void const* const, pybind11::detail::instance*>, false>*, unsigned long, std::__detail::_Hash_node<std::pair<void const* const, pybind11::detail::instance*>, false>*)
     0.02%  python   python3.11                                         [.] dictiter_iternextkey
     0.02%  python   [unknown]                                          [k] 0xffffffff85460a04
     0.02%  python   python3.11                                         [.] structseq_dealloc
     0.02%  python   python3.11                                         [.] _PyObject_LookupAttr
     0.02%  python   python3.11                                         [.] PyErr_Format
     0.02%  python   [unknown]                                          [k] 0xffffffff862549e4
     0.02%  python   python3.11                                         [.] sre_ucs1_count
     0.02%  python   [unknown]                                          [k] 0xffffffff8545d03e
     0.02%  python   [unknown]                                          [k] 0xffffffff8626bd48
     0.02%  python   [unknown]                                          [k] 0xffffffff8542e114
     0.02%  python   libtorch_cpu.so                                    [.] torch::jit::(anonymous namespace)::SchemaParser::parseDeclaration()::{lambda()#1}::operator()() const
     0.02%  python   python3.11                                         [.] PyNumber_Add
     0.02%  python   python3.11                                         [.] _PyArena_Malloc
     0.02%  python   libtorch_python.so                                 [.] ska::detailv3::sherwood_v3_table<std::pair<c10::DispatchKey, std::shared_ptr<c10::SafePyObject> >, c10::DispatchKey, std::hash<c10::DispatchKey>, ska::detailv3::KeyOrValueHasher<c10::DispatchKey, std::pair<c10::DispatchKey, std::shared_ptr<c10::SafePyObject> >, std::hash<c10::DispatchKey> >, std::equal_to<c10::DispatchKey>, ska::detailv3::KeyOrValueEquality<c10::DispatchKey, std::pair<c10::DispatchKey, std::shared_ptr<c10::SafePyObject> >, std::equal_to<c10::DispatchKey> >, std::allocator<std::pair<c10::DispatchKey, std::shared_ptr<c10::SafePyObject> > >, std::allocator<ska::detailv3::sherwood_v3_entry<std::pair<c10::DispatchKey, std::shared_ptr<c10::SafePyObject> > > > >::grow()
     0.02%  python   [unknown]                                          [k] 0xffffffff85525c7a
     0.02%  python   libtorch_cpu.so                                    [.] torch::jit::Lexer::lexRaw(bool)
     0.02%  python   [unknown]                                          [k] 0xffffffff864000ab
     0.02%  python   libcuda.so.610.57.04                               [.] 0x000000000032ae8e
     0.02%  python   python3.11                                         [.] r_long
     0.02%  python   [unknown]                                          [k] 0xffffffff850dc84a
     0.02%  python   [unknown]                                          [k] 0xffffffff854481b0
     0.02%  python   [unknown]                                          [k] 0xffffffff8544812a
     0.02%  python   python3.11                                         [.] _PyObject_GenericSetAttrWithDict.cold
     0.02%  python   libtorch_cpu.so                                    [.] c10::operator<<(std::ostream&, c10::FunctionSchema const&)
     0.02%  python   [unknown]                                          [k] 0xffffffff86401638
     0.02%  python   libtorch_cpu.so                                    [.] torch::jit::SchemaTypeParser::parseAliasAnnotation()
     0.02%  python   python3.11                                         [.] ExprList_Append
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] _aligned_strided_to_contig_size4_srcstride0
     0.02%  python   libtorch_cpu.so                                    [.] c10::FunctionSchema::cloneWithRealTypes(bool) const
     0.02%  python   python3.11                                         [.] _PyObject_GenericGetAttrWithDict.cold
     0.02%  python   python3.11                                         [.] list_append
     0.02%  python   python3.11                                         [.] gen_iternext
     0.02%  python   libtorch_python.so                                 [.] std::_Hashtable<std::type_index, std::pair<std::type_index const, pybind11::detail::type_info*>, std::allocator<std::pair<std::type_index const, pybind11::detail::type_info*> >, std::__detail::_Select1st, std::equal_to<std::type_index>, std::hash<std::type_index>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, std::type_index const&, unsigned long) const [clone .isra.0]
     0.02%  python   python3.11                                         [.] tp_new_wrapper
     0.02%  python   python3.11                                         [.] PyObject_SetAttrString
     0.02%  python   python3.11                                         [.] factor_rule
     0.02%  python   [unknown]                                          [k] 0xffffffff86259169
     0.02%  python   [unknown]                                          [k] 0xffffffff851a6e1a
     0.02%  python   libtorch_cpu.so                                    [.] void fmt::v12::detail::parse_format_string<char, fmt::v12::detail::format_handler<char> >(fmt::v12::basic_string_view<char>, fmt::v12::detail::format_handler<char>&&)
     0.02%  python   libtorch_cpu.so                                    [.] torch::jit::canonicalSchemaString[abi:cxx11](c10::FunctionSchema const&)
     0.02%  python   python3.11                                         [.] _PyUnicode_FormatAdvancedWriter
     0.02%  python   python3.11                                         [.] gen_dealloc
     0.02%  python   python3.11                                         [.] _PyUnicode_FromUCS4
     0.02%  python   python3.11                                         [.] super_vectorcall
     0.02%  python   libtorch_cpu.so                                    [.] at::_ops::full::call(c10::ArrayRef<c10::SymInt>, c10::Scalar const&, std::optional<c10::ScalarType>, std::optional<c10::Layout>, std::optional<c10::Device>, std::optional<bool>)
     0.02%  python   [unknown]                                          [k] 0xffffffff8543269e
     0.02%  python   libc.so.6                                          [.] __ctype_b_loc
     0.02%  python   libc.so.6                                          [.] alloc_perturb
     0.02%  python   python3.11                                         [.] term_raw
     0.02%  python   libc.so.6                                          [.] __strncmp_avx2
     0.02%  python   python3.11                                         [.] sre_ucs2_match.cold
     0.02%  python   python3.11                                         [.] PyDict_Next
     0.02%  python   [unknown]                                          [k] 0xffffffff854ead18
     0.02%  python   [unknown]                                          [k] 0xffffffff8545adff
     0.02%  python   python3.11                                         [.] super_getattro
     0.02%  python   python3.11                                         [.] object_recursive_isinstance.part.0
     0.02%  python   python3.11                                         [.] named_expression_rule
     0.02%  python   python3.11                                         [.] dict_new_presized.part.0
     0.02%  python   libmkl_def.so                                      [.] mkl_serv_libm_sincospif@plt
     0.02%  python   libc.so.6                                          [.] _dl_addr
     0.02%  python   [unknown]                                          [k] 0xffffffff8545cd11
     0.02%  python   [unknown]                                          [k] 0xffffffff850d912e
     0.02%  python   python3.11                                         [.] PyArg_ParseTupleAndKeywords
     0.02%  python   [unknown]                                          [k] 0xffffffff8550028e
     0.02%  python   libc.so.6                                          [.] _int_free_maybe_consolidate
     0.02%  python   [unknown]                                          [k] 0xffffffff853ff909
     0.02%  python   python3.11                                         [.] bytearray_ass_subscript
     0.02%  python   python3.11                                         [.] os_fspath
     0.02%  python   python3.11                                         [.] PyLong_FromVoidPtr
     0.02%  python   python3.11                                         [.] _PyCode_Validate
     0.02%  python   [unknown]                                          [k] 0xffffffff86259821
     0.02%  python   libtorch_cpu.so                                    [.] c10::Dispatcher::registerFallback(c10::DispatchKey, c10::KernelFunction, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
     0.02%  python   [unknown]                                          [k] 0xffffffff85475128
     0.02%  python   python3.11                                         [.] unicode_rstrip
     0.02%  python   [unknown]                                          [k] 0xffffffffc08d1975
     0.02%  python   python3.11                                         [.] PyList_Append
     0.02%  python   libcuda.so.610.57.04                               [.] 0x00000000002a3b90
     0.02%  python   [unknown]                                          [k] 0xffffffff8626bd45
     0.02%  python   libstdc++.so.6.0.32                                [.] std::ctype<char> const* std::__try_use_facet<std::ctype<char> >(std::locale const&)
     0.02%  python   python3.11                                         [.] type_setattro
     0.02%  python   libstdc++.so.6.0.32                                [.] std::__detail::_Prime_rehash_policy::_M_need_rehash(unsigned long, unsigned long, unsigned long) const
     0.02%  python   [unknown]                                          [k] 0xffffffff8542528b
     0.02%  python   [unknown]                                          [k] 0xffffffff85061dbc
     0.02%  python   [unknown]                                          [k] 0xffffffff862591a4
     0.02%  python   python3.11                                         [.] _PyDict_FromItems.constprop.0
     0.02%  python   python3.11                                         [.] PyUnicode_InternInPlace
     0.02%  python   python3.11                                         [.] _PyUnicode_JoinArray
     0.02%  python   python3.11                                         [.] dictiter_iternextitem
     0.02%  python   libtorch_cpu.so                                    [.] c10::isIncludedInAlias(c10::DispatchKey, c10::DispatchKey)@plt
     0.02%  python   python3.11                                         [.] compiler_jump_if
     0.02%  python   python3.11                                         [.] PyException_GetContext
     0.02%  python   python3.11                                         [.] PySequence_GetItem
     0.02%  python   libtorch_cpu.so                                    [.] c10::impl::OperatorEntry::updateDispatchTable_(c10::Dispatcher const&, c10::DispatchKey) [clone .part.0]
     0.02%  python   libtorch_cpu.so                                    [.] c10::Type::SingletonOrSharedTypePtr<c10::Type> c10::getFakeTypePtrCopy<std::optional<c10::ScalarType> >()
     0.02%  python   libc.so.6                                          [.] __memset_avx2_unaligned
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] BigInt_Multiply
     0.02%  python   python3.11                                         [.] _PyODict_SetItem_KnownHash.cold
     0.02%  python   python3.11                                         [.] PyMem_Free
     0.02%  python   python3.11                                         [.] module_getattro
     0.02%  python   python3.11                                         [.] _io_open
     0.02%  python   [unknown]                                          [k] 0xffffffff85061d0f
     0.02%  python   [unknown]                                          [k] 0xffffffff853ff917
     0.02%  python   python3.11                                         [.] PyTuple_Pack.constprop.1
     0.02%  python   libcudart.so.13                                    [.] 0x00000000000845b0
     0.02%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] DOUBLE_fill
     0.02%  python   libcusparse.so.12                                  [.] 0x0000000000b9e51d
     0.02%  python   python3.11                                         [.] float_dealloc
     0.02%  python   python3.11                                         [.] func_set_annotations.cold
     0.02%  python   libhdf5.so.1000.0.0                                [.] H5I_iterate
     0.01%  python   python3.11                                         [.] list_contains
     0.01%  python   python3.11                                         [.] _PyUnicodeWriter_WriteCharInline
     0.01%  python   python3.11                                         [.] unicode_endswith
     0.01%  python   [unknown]                                          [k] 0xffffffff854328df
     0.01%  python   [unknown]                                          [k] 0xffffffff8549abc7
     0.01%  python   python3.11                                         [.] PyObject_LengthHint
     0.01%  python   python3.11                                         [.] _PyErr_NormalizeException.cold
     0.01%  python   [unknown]                                          [k] 0xffffffff853ff92e
     0.01%  python   [unknown]                                          [k] 0xffffffff861bb0dd
     0.01%  python   [unknown]                                          [k] 0xffffffff861b81dd
     0.01%  python   libcublasLt.so.13                                  [.] 0x000000000717c73b
     0.01%  python   [unknown]                                          [k] 0xffffffff85471f28
     0.01%  python   [unknown]                                          [k] 0xffffffff850d90e6
     0.01%  python   _multiarray_umath.cpython-311-x86_64-linux-gnu.so  [.] FLOAT_absolute_SSE41
     0.01%  python   [unknown]                                          [k] 0xffffffff8545d5e1
     0.01%  python   [unknown]                                          [k] 0xffffffff86400ba3
     0.01%  python   [unknown]                                          [k] 0xffffffff85431757
     0.01%  python   libcuda.so.610.57.04                               [.] 0x000000000130add2
     0.01%  python   [unknown]                                          [k] 0xffffffff85448044
     0.01%  python   libcuda.so.610.57.04                               [.] 0x0000000000414d8d
     0.01%  python   [unknown]                                          [k] 0xffffffff85460b63
     0.01%  python   [unknown]                                          [k] 0xffffffff85433124
     0.01%  python   libcuda.so.610.57.04                               [.] 0x000000000130b671
     0.01%  python   [unknown]                                          [k] 0xffffffff854259f4
     0.01%  python   libcuda.so.610.57.04                               [.] 0x000000000130b13d
     0.01%  python   python3.11                                         [.] PyUnicode_Append
     0.01%  python   [unknown]                                          [k] 0xffffffff8545f35b
     0.01%  python   [unknown]                                          [k] 0xffffffff8543297b
     0.01%  python   libcuda.so.610.57.04                               [.] 0x0000000000273968
     0.01%  python   libc.so.6                                          [.] pthread_cond_signal@@GLIBC_2.3.2
     0.01%  python   [unknown]                                          [k] 0xffffffff856f62dd
     0.01%  python   libcublasLt.so.13                                  [.] 0x0000000007180c69
     0.01%  python   [unknown]                                          [k] 0xffffffff853c8ac7
     0.01%  python   libcuda.so.610.57.04                               [.] 0x000000000028f31c
     0.01%  python   [unknown]                                          [k] 0xffffffff8545f29f
     0.01%  python   libcuda.so.610.57.04                               [.] 0x0000000000273948
